Date,ABX,AEM,ATD,BAM-A,BCE,BMO,BNS,CM,CNQ,CNR,CP,CSU,CVE,ENB,FNV,IFC,IMO,L,MFC,NA,NTR,RCI-B,RY,SLF,SU,T,TD,TRI,TRP,WCN
2024-04-01,,61.29999923706055,,,33.79999923706055,97.61000061035156,50.36000061035156,50.380001068115234,77.0999984741211,,87.88999938964844,,20.110000610351562,35.83000183105469,121.05000305175781,,69.83999633789062,77.4800033569336,24.600000381469727,1.5499999523162842,54.86000061035156,,100.30000305175781,53.959999084472656,37.310001373291016,17.5,60.2400016784668,155.3000030517578,40.27000045776367,170.3800048828125
2024-04-02,,60.79999923706055,,,32.939998626708984,96.44000244140625,49.86000061035156,49.81999969482422,78.18000030517578,,87.02999877929688,,20.43000030517578,35.849998474121094,119.80999755859375,,70.97000122070312,77.06999969482422,24.440000534057617,1.5509999990463257,54.599998474121094,,99.61000061035156,53.349998474121094,37.970001220703125,17.520000457763672,59.380001068115234,152.72999572753906,39.9900016784668,169.44000244140625
2024-04-03,,61.720001220703125,,,32.97999954223633,96.9000015258789,50.279998779296875,49.880001068115234,79.37999725341797,,87.52999877929688,,20.989999771118164,35.790000915527344,120.41999816894531,,72.4000015258789,77.20999908447266,24.559999465942383,1.6399999856948853,56.189998626708984,,100.26000213623047,53.36000061035156,38.52000045776367,17.610000610351562,59.61000061035156,152.44000244140625,39.2400016784668,168.27000427246094
2024-04-04,,60.59000015258789,,,33.16999816894531,96.61000061035156,49.939998626708984,49.45000076293945,80.0999984741211,,86.94999694824219,,21.110000610351562,35.63999938964844,119.12999725341797,,71.9800033569336,76.36000061035156,24.299999237060547,1.5700000524520874,56.189998626708984,,100.9800033569336,53.13999938964844,38.56999969482422,17.56999969482422,59.81999969482422,152.14999389648438,38.7400016784668,167.3000030517578
2024-04-05,,62.0,,,32.93000030517578,97.1500015258789,49.959999084472656,49.689998626708984,81.18000030517578,,87.4800033569336,,21.3799991607666,35.349998474121094,122.30999755859375,,72.91999816894531,76.66000366210938,24.389999389648438,1.4500000476837158,56.7599983215332,,102.33999633789062,53.38999938964844,39.0,17.420000076293945,59.31999969482422,151.94000244140625,38.209999084472656,168.00999450683594
2024-04-08,,61.150001525878906,,,32.77000045776367,98.02999877929688,50.40999984741211,50.18000030517578,80.81999969482422,,88.4000015258789,,21.450000762939453,35.2400016784668,120.13999938964844,,73.20999908447266,76.05999755859375,24.6200008392334,1.559999942779541,55.72999954223633,,103.05000305175781,53.33000183105469,38.70000076293945,17.25,58.77000045776367,153.97000122070312,38.08000183105469,168.25999450683594
2024-04-09,,62.209999084472656,,,33.16999816894531,98.36000061035156,50.459999084472656,50.209999084472656,81.79000091552734,,89.23999786376953,,21.56999969482422,35.31999969482422,121.79000091552734,,72.56999969482422,75.19000244140625,24.65999984741211,1.4800000190734863,56.2400016784668,,102.77999877929688,53.18000030517578,38.72999954223633,16.899999618530273,59.06999969482422,154.5399932861328,38.34000015258789,168.36000061035156
